Components Table:
2858,	Decimal64.isInfinite
2899,	Precision.equalsWithRelativeTolerance
853,	BigFraction.percentageValue
87,	FastMath.sinh
1979,	SimplexTableau.writeObject
2604,	SummaryStatistics.setSumImpl
1696,	DBSCANClusterer.cluster
1697,	DBSCANClusterer.merge
1931,	LinearConstraint.getCoefficients
1713,	SecondMoment.increment
78,	FastMath.sinQ
326,	LoessInterpolator.checkAllFiniteReal
1864,	AdamsNordsieckTransformer.updateHighOrderDerivativesPhase2
1865,	AdamsNordsieckTransformer.updateHighOrderDerivativesPhase1
2384,	PearsonsCorrelation.checkSufficientData
1303,	RealVector.mapSubtract
2263,	FDistribution.isSupportConnected
1562,	RealVector.mapDivideToSelf
778,	ExceptionContext.setValue
1516,	Array2DRowFieldMatrix.walkInColumnOrder
2167,	UnivariateMultiStartOptimizer.getOptima
2477,	DescriptiveStatistics.setMinImpl
2240,	BinomialDistribution.getSupportUpperBound
884,	AbstractListChromosome.getLength
2532,	Kurtosis.getN
2,	DSCompiler.getPartialDerivativeIndex
653,	RandomDataImpl.reSeed
315,	HermiteInterpolator.value
2511,	DefaultTransformer.transform
2623,	SynchronizedDescriptiveStatistics.clear
1184,	Euclidean3D.readResolve
1695,	Cluster.getPoints
2413,	DescriptiveStatistics.getSum
375,	WeightedObservedPoint.getY
147,	FiniteDifferencesDifferentiator.getStepSize
2505,	Variance.setBiasCorrected
2524,	ThirdMoment.copy
329,	LoessInterpolator.updateBandwidthInterval
2464,	DescriptiveStatistics.getElement
1790,	DormandPrince853Integrator.estimateError
310,	Dfp.reciprocal
303,	BigFraction.multiply
2068,	MultiDirectionalSimplex.iterate
1330,	BlockFieldMatrix.toBlocksLayout
2410,	Array2DRowRealMatrix.addToEntry
1525,	LUDecomposition.getDeterminant
1657,	OpenMapRealVector.isInfinite
705,	MatrixUtils.checkAdditionCompatible
2869,	Decimal64.rint
582,	Dfp.power10
1228,	AbstractRealMatrix.toString
2112,	BaseAbstractMultivariateOptimizer.getConvergenceChecker
1332,	BlockFieldMatrix.createBlocksLayout
1816,	GraggBulirschStoerIntegrator.extrapolate
534,	CompositeFormat.parseNextCharacter
473,	BisectionSolver.doSolve
391,	Array2DRowRealMatrix.copyIn
1002,	FieldRotation.getAngle
2310,	PascalDistribution.cumulativeProbability
2416,	SummaryStatistics.getSum
2686,	Frequency.merge
338,	ArrayRealVector.getNorm
777,	ExceptionContext.getValue
594,	Dfp.acosh
954,	AbstractRegion.checkPoint
1389,	BlockRealMatrix.copy
2299,	SaddlePointExpansion.getStirlingError
2494,	DescriptiveStatistics.getKurtosis
2408,	SpearmansCorrelation.getNaNPositions
2284,	RandomDataGenerator.nextHexString
1684,	SymmLQ.update
1850,	Max.getResult
723,	TriDiagonalTransformer.transform
1280,	ArrayRealVector.isInfinite
631,	BetaDistribution.getSupportLowerBound
1324,	BiDiagonalTransformer.getU
1325,	BiDiagonalTransformer.getV
1965,	SimplexSolver.solvePhase1
2224,	RandomDataGenerator.nextSecureHexString
21,	DSCompiler.add
